"","V1","V2","V3","V4","V5","V6","V7","V8"
"89",-0.13024833262284,0.573919564666162,0.704349293858695,-1.07977784402992,0.913674164992846,1.48856226025994,1.6294095780864,0.473101669158691
"90",0.0590576144833364,0.460397652083256,0.787959565056063,-0.675778256039415,1.04178503219267,1.37592101294143,1.72663072355703,0.625994438030109
"91",0.195631120063852,0.547038708551336,1.11773562326297,-0.624347029655687,1.14522504014072,1.46108357994891,2.17006103932106,0.648713321493777
"92",0.00784828453788634,0.481097222582848,0.796943033515713,-0.707281324068177,1.00545484005664,1.39580482362459,1.73741576507342,0.612473222650494
"93",0.0457063157245955,0.48138415917782,0.753902437244014,-0.766193460926619,1.03218839519113,1.39608246186618,1.68634817675975,0.587966775339417
"94",-0.0311834018915473,0.461741157804438,0.720205051046086,-0.761950103973573,0.978617236258761,1.37720293233516,1.64741616606925,0.589698690678183
"95",0.043259949133681,0.53657488688902,0.851794274381483,-0.779152740854911,1.03043960460265,1.45052472460269,1.80474408343911,0.582708903306789
"96",0.443149583465927,0.60510429542632,1.38341254364499,-0.508100841428893,1.35956919929871,1.5210887119343,2.60884737280966,0.703147449672056
"97",-0.0444759350741989,0.502316069683639,0.869449273694335,-0.788631576078698,0.969641979418479,1.41648573189787,1.82696535183124,0.578892922665237
"98",0.027921057403038,0.589861098043711,1.01649451146213,-0.845823297249119,1.01954189332362,1.50510182998419,2.02299746414889,0.556393203722729
"99",0.00948014780376399,0.473477687823081,0.786909808336997,-0.693451258872114,1.00659277501486,1.38845237055699,1.72537482201404,0.618372788998769
"100",-0.00198672745030542,0.473843157349196,0.824893928175743,-0.667562202462223,0.998623853228852,1.38880414365801,1.7714047937385,0.629569605782449
"101",-0.0209414031518337,0.483493490608076,0.728962353548585,-0.772590669530338,0.985589367060797,1.39812513501948,1.65744655812,0.585365380709159
"102",-0.0300480884618762,0.468684123621999,0.648843340492352,-0.839992457494918,0.979387651719743,1.38384669127799,1.56791064247581,0.558646489669268
"103",0.384628915901044,0.466606065441207,1.18671145697749,-0.26678296285124,1.30552394238665,1.3818548331507,2.2763327397369,0.831170892447021
"104",-0.0146279188988938,0.47919812063543,0.80160273827661,-0.70447038365264,0.989911928677847,1.3939686547426,1.74303644899955,0.613667725979201
"105",-0.0644365570248053,0.460695495702179,0.563139031979036,-0.884022991687904,0.956318733909146,1.37620510042187,1.47748044095699,0.541854348024765
"106",0.141468776137146,0.475930195414661,0.930730200982812,-0.559044161078399,1.10302751252216,1.39081467572037,1.90624057037577,0.678751712945889
"107",-0.00182553638237577,0.471886579441765,0.826466784096369,-0.685232552293563,0.998735434840773,1.38692192900955,1.77333706893026,0.621905571765192
"108",0.0338803066998284,0.418715054943339,0.650393456523537,-0.661301383574765,1.02376196041862,1.33673645203425,1.56959620285176,0.632307666299745
"109",-0.0751026095709559,0.529274933242126,0.73983132107064,-0.956446507389299,0.94927460278423,1.44320369083229,1.6699805744415,0.51532464413914
"110",-0.0159204184811358,0.44610622216926,0.629312763963944,-0.801510780918411,0.98902547120795,1.36235833811876,1.54682797765925,0.573748037563421
"111",-0.0127880984479314,0.476762839819388,0.711859143494619,-0.852485959468803,0.99117513534948,1.39161760930775,1.63791347139458,0.553829589755458
"112",-0.0496389621854048,0.466107123559867,0.755876803956163,-0.701455286729564,0.966178087003602,1.38137701488557,1.68865756917091,0.614951574894042
"113",0.366774653206314,0.620136633482003,1.30850192100079,-0.670721233447633,1.28946682214831,1.53702074119187,2.47684213787374,0.628192562138239
"114",-0.00999549344548817,0.427580882176638,0.606766873615687,-0.765840143224986,0.993095597570425,1.34497642220638,1.52284264231321,0.58811078672343
"115",0.171932218234327,0.725222071930676,1.29469344354882,-0.996960879933467,1.12656629808267,1.65315508446087,2.45324861141389,0.501054388928294
"116",-0.172547568450268,0.511616710517049,0.660814432252924,-0.968742451794225,0.887274512280561,1.42564690684346,1.58097486603427,0.51095124762596
"117",-0.0203322663753763,0.434565078752812,0.71974091415223,-0.668492972406945,0.986005591885134,1.35150334141618,1.64688625252707,0.62916356329656
"118",0.385025654864007,0,0.385025654864007,0.385025654864007,1.30588300887327,1,1.30588300887327,1.30588300887327
"119",-0.0370799169151883,0.471136934290025,0.737284045825931,-0.721516233418303,0.974625640803686,1.38620145157262,1.66703459705599,0.606459734392114
"120",0.0577985357349087,0.471348319087198,0.848033109618773,-0.661867696158292,1.04087623501068,1.38640457376569,1.80004516985965,0.632059510240153
"121",-0.0371958280681021,0.42367592622366,0.580144142698165,-0.772048881553209,0.97454733912495,1.34134088452972,1.49499860963114,0.585585249408979
"122",-0.0515315420233502,0.412043284494944,0.648536931917568,-0.699212947946099,0.964911450432424,1.33056896091119,1.56757767519034,0.615908119345761
"123",-0.0171477450906875,0.468984581018959,0.663866529502346,-0.810818906520432,0.988184447245693,1.38413492285987,1.58432304190009,0.570058188087742
"124",-0.82108403962424,0.688879747485144,0.207208979755583,-1.94316622980417,0.566016478600099,1.61203129023882,1.15445263217372,0.260045102060286
"125",0.0271074604886984,0.424772542436139,0.735619341549173,-0.611722017555945,1.01896709250648,1.34236084737826,1.66511214007396,0.654415118083022
"126",0.707963378914699,0.845810312525262,1.91006444752559,-0.767285327213701,1.63349651734157,1.79727392970476,3.75825888062125,0.58752195629614
"127",0.0495542681210819,0.492982908463162,0.842283448203108,-0.713196525045796,1.03494512007858,1.40735170240058,1.79288561514597,0.609967159273482
"128",-0.0595008803448383,0.464784472586589,0.727032791459083,-0.785871777126352,0.959596046998065,1.38011116012658,1.65523125398886,0.580001373931674
"129",-0.0295407781323047,0.501807486950079,0.687153116237153,-0.830795540254891,0.979732104861596,1.41598647654495,1.61010314978376,0.562219134330502
"130",0.385626983593608,0.557298023431511,1.13544431048624,-0.592378439172237,1.30642742652502,1.47151069045954,2.19686209664748,0.663248568063069
"131",-0.000166541290808292,0.495162076266875,0.88692172730399,-0.664717366006486,0.999884569036496,1.40947909094504,1.84922622466417,0.630812272823283
"132",0.187267733876019,0.434939796246241,0.805892488032859,-0.630535961698652,1.13860531068322,1.3518544188821,1.74822695526685,0.645936405145247
"133",-0.0266315159395036,0.473239601396766,0.821266424354259,-0.714591130975438,0.981709773948253,1.3882232546467,1.76695637894895,0.609377808945678
"134",0.0253011292223396,0.477232681761217,0.718630625899341,-0.799504367563136,1.01769208962135,1.39207089068797,1.64561930769048,0.57454652688835
"135",-0.0340346674988543,0.472070014164166,0.722302009020635,-0.749139182020453,0.9766850592517,1.38709828354482,1.64981242736484,0.594958447586362
"136",0.0451093431707963,0.494103138611303,0.947169071006583,-0.601072722243743,1.03176137447212,1.40844491337454,1.92808555669283,0.659263574765738
"137",0.45625022070058,0.727273032213307,1.57470675954414,-0.688824618535598,1.37197122233395,1.65550690969193,2.97874940769318,0.6203590583269
"138",-0.0201305870120564,0.448406601496526,0.669074066070924,-0.746840053353193,0.986143438674974,1.3645323532319,1.5900521309932,0.595907349827181
"139",-0.0192760021960573,0.456587596651566,0.777501064513507,-0.643666002137983,0.986727756798517,1.37229209695285,1.71415915327298,0.640084375496884
"140",-0.0774099116379157,0.62793378786248,0.949539314664881,-0.981187623088306,0.947757641347138,1.54535017419858,1.93125586546017,0.506562567123673
"141",0.0253349092519047,0.470552301029802,0.623556736627957,-0.815886859721587,1.01771591868457,1.38563982540268,1.54066877850421,0.568059179474904
"142",0.581198563129318,0.706718119894718,1.66199977524845,-0.546273661547987,1.49609165648381,1.6320871767731,3.16454871174968,0.684786582049634
"143",0.10494755385799,0.556320421132821,0.952178927201477,-0.761799331892843,1.07545529383287,1.47051389979669,1.93479260290924,0.589760321682736
"144",0.267810269828033,0.509693546153762,0.929572579834737,-0.453574497373757,1.20397903441242,1.42374773436967,1.90471161294541,0.730231345042319
"145",0.0522252049176844,0.545464135654544,1.03592357876922,-0.728557859755621,1.03686294285241,1.45948980749107,2.05042585946285,0.603506887229672
"146",0.102420515403195,0.500043133816324,0.918479775944998,-0.6260591721327,1.07357316489597,1.41425584527989,1.89012254784208,0.647943906754305
"147",-0.0532993413135535,0.50679873950502,0.74886497368192,-0.932921142172414,0.963729825017985,1.42089381019988,1.68047021666949,0.523796693537054
"148",-0.372407631239352,1.70185491986077,2.10651030142632,-3.22057316169848,0.772492252325554,3.2531896291828,4.30648349324747,0.107278051082368
"149",0.308381470774881,0.718943303943942,1.51832962996088,-0.7551970438319,1.23831767780675,1.6459760045504,2.86459191554985,0.59246546078884
"150",-0.0627814008737969,0.480367149534226,0.720742996640716,-0.79771915258264,0.957416516265612,1.39509865797212,1.64803056168951,0.575257920427488
"151",0.193624559924441,0.485010921216525,0.929805754768184,-0.598230266120348,1.14363332079557,1.39959646051492,1.90501948597759,0.660563762947578
"152",-0.00610325073290584,0.480923707256198,0.662696889990813,-0.851348010548832,0.995778484715031,1.39563695795713,1.58303910052606,0.554266604081385
"153",-0.0368180125777354,0.475369505986157,0.743794159790042,-0.753202777832251,0.974802588700846,1.39027425411398,1.67457403383233,0.59328500386349
"154",-0.160416991650838,0.482696728205939,0.625057377410225,-0.871043541884478,0.894766413318663,1.3973532005794,1.54227216187915,0.546751227030349
"155",-0.0363460981599203,0.450646129083857,0.700082267849019,-0.707957590040249,0.975121504777728,1.36665219205217,1.62459743067251,0.612186191971505
"156",0.0044760784853188,0.463327982805106,0.797036352733973,-0.717009717441973,1.0031073991685,1.37871855571789,1.73752815162792,0.608357081642625
"157",-0.00652349965384157,0.485303823163447,0.71174589947517,-0.809702067139235,0.995488462306918,1.39988064125562,1.63778490879459,0.570499660409341
"158",0.193898996078715,0.51683479658749,0.985861753287552,-0.630479199583247,1.14385088873257,1.43081266788306,1.98049595311642,0.645961819690262
"159",0.0356237331062065,0.456215513525759,0.686123604371807,-0.759526933583283,1.02499987451255,1.3719382169718,1.60895458480695,0.59068998895815
"160",0.0578338219841468,0.478876829257688,0.810769790170041,-0.654502128918967,1.04090169366021,1.39365824940412,1.75414716710606,0.635294692331441
"161",0.109389289006004,0.439990354932555,0.791948795536452,-0.630979320634676,1.07877148227146,1.35659525796582,1.73141167828806,0.645737930991451
"162",-0.0509692685184393,0.471220638953189,0.715453336213081,-0.746718135597413,0.965287586668174,1.38628188083065,1.64199909983625,0.595957710266884
"163",-0.0583767574173754,0.587714498529472,0.952917094872892,-0.896582008767173,0.96034403895049,1.50286404004895,1.935782809951,0.537157843710563
"164",-0.110055157696616,0.468216104002301,0.612301617803394,-0.858630335567084,0.926552636880393,1.38339783525407,1.52869608501634,0.551475869119868
"165",0.089842343518394,0.477807817833753,0.808415115914538,-0.721730204825353,1.06425387534418,1.39262595587532,1.75128649581581,0.606369794788442
"166",-0.0164039426759469,0.473240256439622,0.668601728978727,-0.751951413759184,0.988694051467911,1.38822388495727,1.58953163452852,0.593799830343784
"167",0.0425211378558653,0.471607098399053,0.768707758394518,-0.700109489391237,1.02991204647024,1.38665327844009,1.70374303402299,0.615525491277445
"168",-0.00975464986891957,0.472109093645963,0.648741836387196,-0.838565975397795,0.99326139883427,1.38713585753985,1.56780033242158,0.559199131284624
"169",0.0189172599138326,0.498498091899639,0.682534968262838,-0.865086848249914,1.01319879047074,1.41274207080314,1.60495735941271,0.549013356052571
"170",0.0131306403056595,0.473213076593315,0.723680801054483,-0.762020444808466,1.00914301059361,1.38819773157395,1.6513899163761,0.589669939704574
"171",-0.0420898442645086,0.47325418544809,0.699597059700909,-0.833670364524939,0.971247008960713,1.38823728811944,1.62405113686274,0.561099929042383
"172",-0.0426543601618703,0.457822855513069,0.635989579484955,-0.794423766060261,0.970867041534842,1.37346757883493,1.55400331303836,0.576573419446873
"173",-0.00321740976284969,0.48683490370305,0.831868979873202,-0.66445457864893,0.997772346405477,1.40136707301626,1.77998980719808,0.630927185943513
"174",-0.0257534380838595,0.467798140166978,0.646755031665875,-0.841812505838053,0.982307460895218,1.38299710848928,1.56564272520019,0.557942167200635
"175",0.0315632855530131,0.454544031656717,0.767604167677507,-0.649021406807395,1.02211908077911,1.37034963318292,1.70244025278166,0.637712733344046
"176",0.107885885606343,0.484114519076404,0.897280895663895,-0.625420576342241,1.07764790180301,1.39872710729641,1.86255224707649,0.648230776695484
"177",-0.191971188706166,0.454781461972989,0.505867665386406,-0.796241982085315,0.875408811842567,1.37057517587364,1.41997710181254,0.575847226679289
"178",0.0497362547480598,0.480059256922247,0.854828277199547,-0.681368593397293,1.0350756799308,1.39480095490551,1.80854347287252,0.623573449150861
"179",0.0577866036325719,0.46260744325551,0.83351178909404,-0.610404225417158,1.04086762626798,1.37803014050665,1.78201785131966,0.655013149582595
"180",-0.0234437493636986,0.508698532384567,0.781532327222382,-0.846305969253805,0.983881349700151,1.42276612692886,1.71895565506475,0.556207086424122
"181",0.126822136636001,0.481024782374543,0.960467654655763,-0.560123007181252,1.091885923757,1.39573473961457,1.94594057606071,0.678244332735326
"182",-0.179273046128717,0.489534052514189,0.562189450891649,-1.03518408420653,0.883147890074306,1.4039913551559,1.47650828410994,0.487953614779381
"183",0.359808608780624,0.637089149635772,1.44567793916203,-0.58762405039229,1.28325564664505,1.55518816981174,2.72390792828746,0.665437903354185
"184",0.663067248532402,0.618395492885791,1.55459737232408,-0.398250338253444,1.5834455393761,1.53516688095556,2.93751734910852,0.758777950961122
"185",-0.127074336014333,0.682759882833412,0.886303973038017,-1.21576774492259,0.915686503724065,1.60520759000516,1.84843456543351,0.430543900540875
"186",-0.326571312283546,0.895792066431217,1.06511112035717,-1.64227585017474,0.797429392445568,1.86063112598181,2.0923310304944,0.320350722597266
"187",0.0338277375326246,0.521386584701276,0.888114008541303,-0.732804083430087,1.02372465708588,1.43533409534254,1.85075510566204,0.601733222232322
"188",0.0450071903288285,0.47050575267647,0.744573770980586,-0.680850760209904,1.0316883211779,1.38559511864912,1.6754791935672,0.623797311419587
"189",-0.0134381991677691,0.477471326192641,0.779381688251652,-0.716469511768797,0.990728597105153,1.39230118013562,1.71639510081172,0.608584918762124
"190",-0.0985499373449117,0.474672055415472,0.605552251890067,-0.832275335267192,0.933971260830942,1.38960230806786,1.52156108294583,0.561642752967014
"191",0.00835897747056895,0.466271631826524,0.761036210419953,-0.665961100549829,1.00581081935863,1.38153454013431,1.69470740507464,0.630268689524931
"192",-0.0546703024246561,0.485676264568785,0.753126644351795,-0.804929125236853,0.962814448931984,1.40024207648786,1.68544160592867,0.572390199217186
"193",0.302046948859126,0.512848006650008,0.98674576430115,-0.641167695371626,1.23289244617561,1.42686417229049,1.98170987337673,0.641193766241442
"194",0.216503400098217,0.475231540483543,0.97554172443611,-0.4626630932673,1.16191408830073,1.39014130798908,1.96637942366235,0.725645541198056
"195",-0.0144574819157636,0.442895683286327,0.662116375877192,-0.711691314357448,0.990028881716619,1.35932994950549,1.58240224266675,0.610603889965165
"196",-0.205618932107779,0.516329930292375,0.543173509088479,-1.07607205379077,0.867166583296951,1.4303120473849,1.45717435383685,0.474318467673105
"197",0.242795934678377,0.598358001802162,1.10792472075526,-0.765802887861877,1.1832836376364,1.51399244046456,2.15535382166091,0.588125973968958
"198",0.0617405113939106,0.483341421860483,0.829499090538974,-0.686352695090082,1.04372418234486,1.39797777197505,1.77706825003716,0.621422896869109
"199",-0.0374237725740994,0.478924682434076,0.752376807607593,-0.757705651642951,0.974393373694112,1.3937044768314,1.68456582994166,0.591436156600356
"200",-0.224739556166107,0.482777734390885,0.583746551619507,-0.914287213498936,0.855749496695074,1.39743166305868,1.49873628508703,0.53060596027373
"201",-0.262012805958612,0.759722084583442,1.02938390375107,-1.4297601906396,0.833923641540536,1.69316442839796,2.04115240056945,0.371192588342676
"202",0.0208949076807206,0.434726160610373,0.684693535869928,-0.706588216212693,1.014588636743,1.35165424983178,1.60736050206913,0.612767541254884
"203",0.0123363083661927,0.451271681585851,0.742332835705175,-0.684972847616768,1.00858754054065,1.36724490086845,1.67287869533763,0.622017533280941
"204",0.237353347837182,0.525745626176527,1.13199928015314,-0.540961698793883,1.17882809345911,1.43967745436772,2.19162243936357,0.687312594574953
"205",0.0166931145291312,0.545734864773964,0.997623615944047,-0.69629980945038,1.01163798574383,1.4597637139337,1.9967083439091,0.617153038266084
"206",-0.122266222096523,0.508118481667634,0.766067839804035,-0.846983811873801,0.918743331122216,1.42219420382297,1.70062828683928,0.555945816854822
"207",-0.0939518335158904,0.470908187668127,0.732555493484454,-0.755754052971948,0.936952727887503,1.3859816797195,1.66157969758642,0.592236760357179
"208",-9.47268576822352e-07,0.482003374557571,0.757961879026141,-0.756416061950994,0.999999343403672,1.39668179939318,1.69109988947882,0.591965063219448
"209",0.0840235386044685,0.44950529420561,0.71169473897169,-0.687389096387357,1.05997007742835,1.36557191648892,1.63772683109106,0.620976640245176
"210",0.0629998075878846,0.509082768576064,0.889548834452257,-0.718491239099771,1.04463562354126,1.42314510587312,1.85259668150206,0.607732672776022
"211",-0.0300887741871734,0.470922462214222,0.666851063759031,-0.847012490569776,0.979360032206287,1.38599539319095,1.58760395752849,0.555934765563912
"212",-0.109262824711212,0.482301023317714,0.600409593152009,-0.922380861319197,0.927061642476589,1.39696998468643,1.51614695217457,0.527637547838668
"213",-0.125923972295286,0.528503015998556,0.745341000791306,-0.915322287452444,0.916416937099264,1.44243170797842,1.67637045569762,0.53022540899949
"214",-0.122736302288884,0.544635734649104,0.80446735525936,-0.91690566662162,0.918444021374851,1.45865200342463,1.74650086257175,0.529643797983866
"215",-0.0221503841146441,0.488341571321574,0.761890561798539,-0.760435362187405,0.984763787417539,1.40283134455249,1.69571129318755,0.590318163478225
"216",0.0180856966345911,0.457334074752304,0.703010985893612,-0.711353183045524,1.01261495527787,1.37300233094781,1.62789876628424,0.610747016880714
"217",-0.0562291238974307,0.483340187142193,0.718553999861175,-0.809978812527096,0.961774696763412,1.39797657552817,1.64553190603202,0.570390234644853
"218",-0.546045705415338,0.616478305812947,0.355542403076795,-1.61974520977738,0.684894791774988,1.53312816363736,1.279466525704,0.325392925495153
"219",0.0383250763705689,0.478442879033551,0.805381397117214,-0.705055366726021,1.0269209113975,1.3932391120635,1.74760773592945,0.613418946818332
"220",0.0153615240288276,0.473152515633349,0.765230317438199,-0.706321844245171,1.01070468659766,1.3881394595065,1.69964131395871,0.612880690021835
"221",0.0474511372813802,0.462681356491799,0.740245731304405,-0.690064980292468,1.03343749775432,1.37810074259073,1.67046034073021,0.619825931818917
"222",-0.0764014469014422,0.468420563598662,0.610150417332805,-0.837308121738032,0.948420369271518,1.38359390510854,1.52641834710219,0.559686897152213
"223",-0.0853413799639169,0.464321580256684,0.646803465481643,-0.803329651216952,0.942561474449341,1.37966841902321,1.56569528746876,0.573025143485749
"224",-0.0348694018741701,0.508101314644392,0.752589905970933,-0.836852273469684,0.976120118803877,1.42217728084549,1.68481467306131,0.559863769330301
"225",0.0597313372334773,0.468657119887791,0.823997913171927,-0.63506587273329,1.04227164798212,1.38382078928384,1.77030496844829,0.643911413410927
"226",0.0204887881151694,0.456579079266178,0.727541185802343,-0.664156001357637,1.01430306959626,1.3722839952364,1.65581464720132,0.631057774889629
"227",0.0388148651176917,0.481241652360973,0.738069046500302,-0.767783820431391,1.02726960580678,1.39594456616657,1.66794191241723,0.587318985391386
"228",0.241697816314137,0.514390174007994,1.19954173183267,-0.406862242738385,1.18238331493297,1.42839023275307,2.29666706405056,0.754262056414955
"229",0.0466075185197247,0.458123731125786,0.742988001095161,-0.654608219946711,1.03283336979537,1.37375404685606,1.67363856564513,0.635247976575978
"230",1.07801295951043,0.732839113642024,2.1602061970164,-0.148005393710907,2.11112639911855,1.66190638050117,4.46978735046089,0.902497353347472
"231",0.00978160932026067,0.571584727954053,0.916392692175596,-0.869412263605139,1.00680313179989,1.48615514105458,1.88739016716641,0.547369797005546
